id_client,age,genre,situation_matrimoniale,nb_personnes_charge,secteur_activite,anciennete_activite_annees,revenu_mensuel_gnf,membre_tontine,possede_mobile_money,membre_association_marchands,nb_credits_anterieurs,a_deja_eu_retard,jours_retard_max_anterieur,garant_disponible,score_bureau_credit,montant_pret_demande_gnf,duree_pret_mois,ratio_pret_revenu,defaut_paiement
MAD-00192,36,Femme,Marié(e),3,Tissus_Pagnes,8.9,5579000,Non,Non,Oui,1,1,74,Oui,495,3179000,9,0.57,0
MAD-00193,33,Homme,Marié(e),3,Alimentation,10.6,2377000,Oui,Non,Oui,4,0,0,Oui,819,1794000,9,0.75,0
MAD-00194,54,Femme,Marié(e),8,Chaussures,5.0,12711000,Oui,Oui,Oui,0,0,0,Non,721,2277000,6,0.18,0
MAD-00195,25,Homme,Marié(e),4,Divers,3.9,3412000,Non,Oui,Oui,2,1,27,Oui,751,1859000,9,0.54,0
MAD-00196,28,Homme,Marié(e),4,Chaussures,4.6,1024000,Oui,Non,Non,0,0,0,Oui,614,300000,3,0.29,0
MAD-00197,45,Homme,Veuf(ve),2,Vêtements,6.7,3849000,Non,Oui,Non,1,0,0,Oui,450,1523000,9,0.4,0
MAD-00198,33,Femme,Marié(e),3,Cosmétiques,2.3,2060000,Non,Oui,Oui,0,0,0,Non,536,1330000,9,0.65,0
MAD-00199,37,Femme,Marié(e),6,Vêtements,2.1,5677000,Non,Oui,Non,2,0,0,Non,545,10042000,18,1.77,0
MAD-00200,36,Homme,Marié(e),2,Alimentation,13.8,4412000,Non,Oui,Non,2,0,0,Oui,514,467000,9,0.11,0
MAD-00201,41,Femme,Divorcé(e),2,Alimentation,7.5,2354000,Oui,Non,Non,1,0,0,Oui,422,2761000,18,1.17,0
MAD-00202,53,Femme,Célibataire,3,Alimentation,2.6,6837000,Oui,Oui,Non,2,0,0,Oui,712,14342000,24,2.1,0
MAD-00203,38,Femme,Divorcé(e),2,Alimentation,1.0,4989000,Oui,Oui,Oui,1,0,0,Non,452,742000,3,0.15,0
MAD-00204,45,Homme,Marié(e),3,Électronique_Téléphonie,7.3,2095000,Non,Oui,Oui,1,1,8,Non,671,1754000,9,0.84,1
MAD-00205,18,Homme,Marié(e),0,Vêtements,11.5,3066000,Oui,Oui,Oui,1,0,0,Oui,816,1365000,6,0.45,0
MAD-00206,37,Femme,Célibataire,3,Chaussures,7.5,4156000,Non,Oui,Non,0,1,27,Oui,489,7673000,18,1.85,1
MAD-00207,28,Homme,Marié(e),2,Quincaillerie,7.6,2649000,Oui,Oui,Oui,1,0,0,Non,654,1738000,9,0.66,1
MAD-00208,24,Femme,Divorcé(e),1,Cosmétiques,4.8,2605000,Oui,Oui,Non,2,0,0,Non,584,818000,3,0.31,0
MAD-00209,28,Femme,Divorcé(e),5,Tissus_Pagnes,0.2,3024000,Oui,Oui,Oui,1,1,35,Oui,641,1194000,6,0.39,1
MAD-00210,34,Femme,Marié(e),1,Chaussures,0.4,1658000,Non,Oui,Non,5,0,0,Oui,492,480000,12,0.29,0
MAD-00211,48,Femme,Veuf(ve),5,Alimentation,0.7,887000,Oui,Oui,Non,0,0,0,Oui,608,300000,3,0.34,0
MAD-00212,23,Femme,Célibataire,1,Tissus_Pagnes,1.7,3425000,Oui,Oui,Oui,0,1,33,Non,671,1722000,6,0.5,0
MAD-00213,38,Homme,Marié(e),3,Tissus_Pagnes,8.7,1252000,Oui,Non,Non,2,1,16,Oui,591,1877000,18,1.5,0
MAD-00214,32,Homme,Marié(e),6,Électronique_Téléphonie,0.8,1737000,Oui,Non,Non,2,0,0,Non,473,300000,3,0.17,0
MAD-00215,34,Femme,Marié(e),5,Électronique_Téléphonie,0.5,1131000,Non,Oui,Non,0,0,0,Non,711,1404000,12,1.24,1
MAD-00216,49,Femme,Divorcé(e),2,Électronique_Téléphonie,1.6,1243000,Oui,Oui,Non,2,0,0,Non,503,738000,12,0.59,0
MAD-00217,43,Femme,Marié(e),4,Chaussures,1.3,3779000,Oui,Oui,Non,0,1,4,Non,621,1585000,6,0.42,0
MAD-00218,52,Homme,Marié(e),3,Tissus_Pagnes,4.7,2759000,Oui,Non,Oui,1,0,0,Oui,672,573000,3,0.21,0
MAD-00219,36,Homme,Célibataire,1,Électronique_Téléphonie,0.3,2575000,Oui,Non,Non,1,0,0,Non,630,300000,3,0.12,0
MAD-00220,30,Homme,Marié(e),4,Électronique_Téléphonie,3.0,1524000,Oui,Oui,Oui,0,0,0,Non,848,2033000,24,1.33,1
MAD-00221,35,Femme,Marié(e),2,Tissus_Pagnes,13.7,2473000,Oui,Oui,Oui,3,0,0,Non,686,3497000,12,1.41,0
MAD-00222,40,Femme,Célibataire,3,Divers,6.5,3833000,Oui,Oui,Oui,3,1,23,Oui,567,811000,6,0.21,0
MAD-00223,39,Femme,Marié(e),2,Électronique_Téléphonie,19.6,3462000,Oui,Oui,Non,1,0,0,Oui,674,4609000,18,1.33,0
MAD-00224,26,Femme,Marié(e),5,Tissus_Pagnes,7.8,4884000,Oui,Non,Oui,3,0,0,Non,638,432000,3,0.09,0
MAD-00225,38,Femme,Marié(e),3,Alimentation,2.0,5089000,Non,Non,Non,0,0,0,Oui,603,535000,3,0.11,0
MAD-00226,40,Femme,Marié(e),1,Vêtements,9.0,2845000,Oui,Non,Oui,0,0,0,Non,641,392000,6,0.14,0
MAD-00227,65,Homme,Marié(e),3,Chaussures,9.8,1362000,Non,Oui,Oui,1,1,82,Oui,437,1338000,12,0.98,1
MAD-00228,58,Femme,Célibataire,3,Alimentation,6.3,2140000,Non,Oui,Oui,0,0,0,Oui,619,704000,9,0.33,0
MAD-00229,28,Femme,Veuf(ve),2,Tissus_Pagnes,9.0,3073000,Non,Non,Oui,1,0,0,Non,554,3320000,12,1.08,0
MAD-00230,34,Homme,Marié(e),2,Cosmétiques,17.1,2443000,Oui,Oui,Oui,3,0,0,Non,449,660000,6,0.27,1
MAD-00231,21,Femme,Veuf(ve),2,Électronique_Téléphonie,4.2,1782000,Non,Oui,Non,2,0,0,Non,702,1316000,12,0.74,1
MAD-00232,31,Homme,Célibataire,3,Électronique_Téléphonie,0.7,3095000,Non,Oui,Oui,1,0,0,Oui,549,3823000,18,1.24,0
MAD-00233,41,Femme,Célibataire,2,Chaussures,3.0,11349000,Non,Oui,Oui,2,1,5,Oui,605,1829000,9,0.16,0
MAD-00234,51,Homme,Célibataire,7,Vêtements,0.7,2282000,Non,Oui,Oui,2,0,0,Oui,531,868000,6,0.38,0
MAD-00235,29,Femme,Célibataire,3,Alimentation,24.9,3700000,Oui,Non,Oui,1,1,72,Non,446,2978000,12,0.8,1
MAD-00236,30,Femme,Divorcé(e),3,Cosmétiques,0.7,1458000,Non,Oui,Non,1,0,0,Oui,506,760000,6,0.52,0
MAD-00237,18,Homme,Marié(e),5,Alimentation,1.6,5909000,Non,Oui,Oui,3,0,0,Oui,685,609000,3,0.1,0
MAD-00238,36,Femme,Marié(e),4,Cosmétiques,5.8,4960000,Oui,Oui,Non,2,0,0,Oui,727,2256000,12,0.45,0
MAD-00239,26,Femme,Marié(e),4,Divers,8.7,4868000,Oui,Oui,Non,1,0,0,Non,622,3278000,9,0.67,0
MAD-00240,32,Femme,Marié(e),2,Tissus_Pagnes,9.2,6525000,Non,Oui,Oui,0,0,0,Non,551,7332000,12,1.12,0
MAD-00241,28,Femme,Célibataire,1,Cosmétiques,5.6,2506000,Oui,Oui,Non,2,0,0,Oui,467,654000,6,0.26,0
MAD-00242,36,Homme,Marié(e),1,Cosmétiques,1.1,2538000,Non,Oui,Oui,1,0,0,Non,671,418000,6,0.16,0
MAD-00243,18,Femme,Marié(e),1,Électronique_Téléphonie,3.5,7681000,Oui,Oui,Non,0,0,0,Oui,559,4647000,12,0.6,0
MAD-00244,21,Femme,Marié(e),3,Tissus_Pagnes,14.6,4627000,Non,Oui,Non,0,0,0,Oui,499,1832000,12,0.4,0
MAD-00245,61,Femme,Marié(e),2,Tissus_Pagnes,4.3,1002000,Oui,Oui,Oui,0,1,10,Oui,607,616000,9,0.61,1
MAD-00246,23,Homme,Célibataire,3,Alimentation,0.1,3802000,Non,Oui,Non,2,0,0,Non,569,1072000,9,0.28,0
MAD-00247,25,Femme,Célibataire,4,Cosmétiques,4.6,2286000,Oui,Oui,Oui,0,0,0,Oui,483,567000,3,0.25,0
MAD-00248,58,Homme,Marié(e),0,Vêtements,0.2,4854000,Non,Oui,Non,2,0,0,Oui,475,2781000,9,0.57,0
MAD-00249,69,Homme,Marié(e),5,Tissus_Pagnes,5.2,3858000,Oui,Oui,Non,2,0,0,Non,650,7725000,24,2.0,0
MAD-00250,25,Femme,Marié(e),4,Chaussures,25.4,1898000,Oui,Oui,Oui,0,0,0,Non,560,300000,3,0.16,0
MAD-00251,33,Homme,Marié(e),4,Alimentation,4.3,3558000,Oui,Oui,Oui,2,0,0,Non,665,460000,9,0.13,0
MAD-00252,41,Femme,Célibataire,0,Cosmétiques,5.6,3489000,Oui,Oui,Non,4,0,0,Non,633,949000,3,0.27,0
MAD-00253,57,Femme,Célibataire,1,Alimentation,8.3,3861000,Non,Oui,Oui,2,0,0,Non,694,935000,6,0.24,0
MAD-00254,27,Homme,Marié(e),2,Vêtements,1.9,4116000,Oui,Oui,Non,1,0,0,Oui,545,1071000,12,0.26,0
MAD-00255,35,Homme,Marié(e),3,Alimentation,0.6,6753000,Oui,Oui,Oui,2,0,0,Non,640,3237000,9,0.48,0
MAD-00256,46,Femme,Veuf(ve),2,Alimentation,6.2,3900000,Non,Oui,Oui,1,1,38,Oui,600,753000,3,0.19,0
MAD-00257,42,Femme,Célibataire,3,Divers,2.5,3070000,Oui,Oui,Non,0,0,0,Oui,563,1503000,9,0.49,0
MAD-00258,33,Femme,Marié(e),2,Divers,5.3,5721000,Oui,Oui,Non,1,0,0,Non,721,1202000,3,0.21,0
MAD-00259,36,Femme,Marié(e),2,Chaussures,2.5,10230000,Non,Non,Non,3,0,0,Oui,450,4091000,6,0.4,0
MAD-00260,22,Femme,Marié(e),3,Cosmétiques,14.6,5331000,Oui,Oui,Non,4,0,0,Oui,545,4180000,12,0.78,1
MAD-00261,35,Femme,Veuf(ve),4,Chaussures,5.0,3463000,Non,Oui,Oui,1,0,0,Oui,446,1912000,6,0.55,0
MAD-00262,35,Femme,Marié(e),4,Quincaillerie,5.6,3920000,Non,Oui,Oui,3,1,14,Non,512,2045000,9,0.52,0
MAD-00263,40,Femme,Marié(e),4,Tissus_Pagnes,0.8,3429000,Oui,Oui,Oui,1,0,0,Non,606,1767000,9,0.52,1
MAD-00264,31,Homme,Veuf(ve),5,Alimentation,3.4,3090000,Oui,Non,Oui,2,1,83,Oui,570,4361000,18,1.41,1
MAD-00265,43,Femme,Célibataire,5,Chaussures,6.7,9932000,Non,Non,Oui,1,0,0,Oui,586,2150000,3,0.22,0
MAD-00266,49,Homme,Marié(e),2,Divers,4.0,2079000,Oui,Non,Non,2,1,28,Non,524,669000,9,0.32,0
MAD-00267,39,Femme,Marié(e),4,Vêtements,1.9,5640000,Non,Oui,Oui,2,0,0,Non,460,948000,3,0.17,0
MAD-00268,41,Femme,Marié(e),2,Tissus_Pagnes,7.8,2994000,Oui,Non,Oui,2,1,13,Oui,491,622000,3,0.21,1
MAD-00269,38,Femme,Célibataire,2,Vêtements,17.6,1838000,Oui,Oui,Non,0,0,0,Oui,647,482000,6,0.26,0
MAD-00270,38,Femme,Marié(e),2,Vêtements,1.2,2703000,Non,Non,Oui,5,1,73,Non,569,1455000,12,0.54,1
MAD-00271,30,Femme,Veuf(ve),2,Chaussures,8.2,2436000,Oui,Oui,Non,0,1,16,Oui,558,300000,3,0.12,0
MAD-00272,41,Femme,Veuf(ve),3,Vêtements,0.1,4067000,Oui,Non,Oui,3,0,0,Non,728,813000,24,0.2,1
MAD-00273,36,Homme,Marié(e),6,Quincaillerie,0.4,3122000,Oui,Oui,Oui,4,0,0,Oui,534,1376000,9,0.44,0
MAD-00274,61,Femme,Célibataire,5,Électronique_Téléphonie,9.0,1956000,Non,Oui,Non,2,0,0,Non,564,2166000,18,1.11,1
MAD-00275,55,Homme,Marié(e),4,Alimentation,0.3,6652000,Oui,Non,Non,3,1,31,Non,545,1235000,6,0.19,0
MAD-00276,42,Femme,Marié(e),5,Électronique_Téléphonie,0.3,5396000,Oui,Oui,Non,3,1,60,Non,667,3004000,6,0.56,1
MAD-00277,29,Homme,Célibataire,1,Chaussures,2.4,7149000,Oui,Non,Oui,1,0,0,Non,632,2759000,12,0.39,0
MAD-00278,25,Femme,Marié(e),4,Tissus_Pagnes,8.1,3613000,Non,Oui,Oui,3,0,0,Oui,438,1759000,6,0.49,0
MAD-00279,51,Femme,Marié(e),3,Tissus_Pagnes,0.0,2900000,Oui,Oui,Non,3,0,0,Oui,705,1796000,9,0.62,0
MAD-00280,40,Femme,Marié(e),4,Électronique_Téléphonie,8.7,4617000,Oui,Oui,Oui,2,0,0,Oui,786,9370000,18,2.03,1
MAD-00281,43,Homme,Marié(e),3,Tissus_Pagnes,19.3,2732000,Oui,Oui,Non,0,0,0,Non,597,2355000,12,0.86,0
MAD-00282,18,Femme,Marié(e),4,Alimentation,3.1,3270000,Oui,Oui,Oui,2,1,51,Non,462,1305000,18,0.4,1
MAD-00283,48,Femme,Célibataire,3,Vêtements,7.3,2904000,Oui,Oui,Oui,0,0,0,Oui,697,738000,3,0.25,0
MAD-00284,42,Femme,Divorcé(e),2,Vêtements,17.8,1858000,Non,Oui,Oui,1,1,22,Non,743,2247000,12,1.21,0
MAD-00285,25,Homme,Célibataire,1,Chaussures,0.5,3188000,Non,Oui,Non,1,1,78,Oui,559,537000,12,0.17,0
MAD-00286,32,Femme,Divorcé(e),2,Alimentation,8.6,2579000,Oui,Oui,Oui,2,0,0,Oui,473,2300000,12,0.89,0
MAD-00287,40,Femme,Marié(e),1,Cosmétiques,0.9,2616000,Oui,Non,Non,0,0,0,Oui,687,1880000,9,0.72,1
MAD-00288,38,Femme,Divorcé(e),5,Tissus_Pagnes,5.8,3787000,Oui,Non,Oui,0,0,0,Non,656,2409000,12,0.64,0
MAD-00289,34,Homme,Marié(e),2,Électronique_Téléphonie,4.1,6079000,Oui,Oui,Non,2,0,0,Oui,534,912000,18,0.15,0
MAD-00290,36,Femme,Marié(e),3,Tissus_Pagnes,1.0,1885000,Oui,Oui,Oui,2,1,48,Oui,663,576000,6,0.31,0
MAD-00291,35,Femme,Veuf(ve),3,Quincaillerie,1.0,2488000,Oui,Oui,Non,1,0,0,Non,659,327000,3,0.13,0
MAD-00292,39,Homme,Marié(e),4,Quincaillerie,12.0,2302000,Non,Oui,Non,2,0,0,Oui,718,667000,3,0.29,0
MAD-00293,54,Femme,Marié(e),0,Alimentation,1.7,1925000,Oui,Non,Non,1,1,72,Oui,416,648000,6,0.34,1
MAD-00294,18,Femme,Marié(e),2,Chaussures,7.0,2343000,Oui,Oui,Oui,2,0,0,Oui,655,1350000,12,0.58,0
MAD-00295,35,Femme,Marié(e),6,Alimentation,0.6,2673000,Non,Oui,Non,0,0,0,Oui,519,1051000,9,0.39,0
MAD-00296,39,Femme,Marié(e),4,Électronique_Téléphonie,10.1,4386000,Oui,Oui,Oui,0,1,42,Oui,579,1749000,6,0.4,1
MAD-00297,41,Femme,Marié(e),5,Cosmétiques,2.9,3615000,Oui,Oui,Non,1,0,0,Oui,752,3888000,18,1.08,0
MAD-00298,33,Femme,Divorcé(e),2,Vêtements,7.5,1879000,Oui,Non,Non,1,0,0,Non,491,1305000,18,0.69,0
MAD-00299,18,Homme,Marié(e),1,Vêtements,2.9,6114000,Non,Oui,Oui,0,0,0,Non,476,3573000,9,0.58,1
MAD-00300,41,Homme,Marié(e),3,Tissus_Pagnes,0.8,4996000,Oui,Oui,Non,1,0,0,Non,705,1996000,9,0.4,0
MAD-00301,57,Femme,Marié(e),4,Électronique_Téléphonie,14.4,2234000,Oui,Oui,Non,2,0,0,Oui,618,300000,6,0.13,0
MAD-00302,21,Femme,Divorcé(e),2,Électronique_Téléphonie,0.1,5802000,Oui,Oui,Oui,1,0,0,Oui,725,3918000,9,0.68,0
MAD-00303,47,Femme,Marié(e),2,Alimentation,13.6,3949000,Oui,Oui,Oui,3,0,0,Oui,547,2583000,9,0.65,0
MAD-00304,34,Homme,Marié(e),5,Vêtements,5.0,2864000,Oui,Oui,Oui,2,0,0,Oui,624,544000,3,0.19,0
MAD-00305,37,Femme,Marié(e),5,Tissus_Pagnes,3.9,3719000,Oui,Oui,Non,0,0,0,Non,681,2110000,12,0.57,0
MAD-00306,26,Femme,Célibataire,3,Cosmétiques,12.9,3303000,Non,Oui,Non,0,0,0,Oui,618,1681000,9,0.51,0
MAD-00307,34,Femme,Célibataire,2,Alimentation,6.3,4181000,Non,Oui,Oui,1,1,59,Non,350,1977000,6,0.47,1
MAD-00308,52,Femme,Célibataire,2,Vêtements,25.3,4038000,Oui,Non,Oui,2,1,45,Non,806,2061000,12,0.51,0
MAD-00309,44,Femme,Célibataire,5,Quincaillerie,13.3,2856000,Oui,Oui,Oui,4,1,83,Oui,514,2052000,9,0.72,1
MAD-00310,57,Homme,Marié(e),5,Tissus_Pagnes,8.2,1217000,Oui,Oui,Oui,1,0,0,Non,499,300000,6,0.25,0
MAD-00311,50,Femme,Marié(e),8,Chaussures,5.1,4106000,Oui,Oui,Oui,0,0,0,Oui,648,1541000,6,0.38,0
MAD-00312,42,Homme,Marié(e),4,Tissus_Pagnes,13.3,2807000,Non,Oui,Oui,1,1,33,Non,589,497000,3,0.18,0
MAD-00313,57,Femme,Marié(e),3,Tissus_Pagnes,2.8,4621000,Oui,Non,Oui,0,1,21,Non,677,3469000,9,0.75,0
MAD-00314,42,Homme,Marié(e),2,Cosmétiques,0.5,3870000,Non,Non,Non,1,0,0,Oui,683,821000,6,0.21,0
MAD-00315,47,Homme,Marié(e),1,Vêtements,0.6,2461000,Oui,Non,Non,2,0,0,Oui,600,300000,3,0.12,0
MAD-00316,34,Homme,Marié(e),4,Vêtements,11.5,5537000,Non,Oui,Oui,3,0,0,Oui,445,2339000,18,0.42,1
MAD-00317,38,Femme,Célibataire,3,Divers,3.8,3425000,Non,Oui,Non,1,0,0,Non,641,2723000,18,0.8,1
MAD-00318,30,Femme,Marié(e),5,Électronique_Téléphonie,6.0,3417000,Non,Non,Oui,4,0,0,Oui,452,1990000,9,0.58,0
MAD-00319,48,Femme,Célibataire,0,Chaussures,1.2,2778000,Non,Oui,Oui,3,0,0,Non,709,669000,18,0.24,0
MAD-00320,25,Femme,Célibataire,3,Alimentation,2.9,7554000,Non,Oui,Non,0,0,0,Oui,534,3213000,9,0.43,0
MAD-00321,46,Femme,Marié(e),8,Alimentation,18.9,2565000,Oui,Oui,Non,1,0,0,Non,677,1133000,6,0.44,0
MAD-00322,35,Homme,Marié(e),3,Alimentation,4.4,2609000,Oui,Oui,Oui,0,0,0,Oui,560,1309000,9,0.5,0
MAD-00323,50,Homme,Célibataire,3,Quincaillerie,2.3,1567000,Oui,Oui,Oui,2,0,0,Non,575,566000,6,0.36,0
MAD-00324,46,Femme,Célibataire,5,Électronique_Téléphonie,0.4,4423000,Non,Non,Non,1,0,0,Non,527,823000,9,0.19,0
MAD-00325,58,Femme,Marié(e),5,Tissus_Pagnes,2.1,2211000,Oui,Oui,Oui,3,0,0,Oui,684,2963000,24,1.34,0
MAD-00326,46,Homme,Marié(e),2,Divers,5.6,2452000,Non,Oui,Non,4,0,0,Oui,544,869000,6,0.35,0
MAD-00327,20,Homme,Célibataire,5,Alimentation,4.6,2364000,Oui,Non,Oui,0,1,57,Non,603,769000,6,0.33,1
MAD-00328,37,Femme,Célibataire,5,Tissus_Pagnes,3.7,3173000,Non,Oui,Oui,2,0,0,Non,546,592000,3,0.19,0
MAD-00329,25,Femme,Marié(e),2,Alimentation,12.3,1856000,Oui,Oui,Non,0,1,3,Non,594,1691000,18,0.91,0
MAD-00330,32,Homme,Marié(e),4,Vêtements,3.8,975000,Non,Oui,Non,0,0,0,Oui,603,300000,3,0.31,0
MAD-00331,54,Femme,Divorcé(e),3,Quincaillerie,1.2,3841000,Oui,Oui,Non,0,0,0,Non,633,2236000,18,0.58,0
MAD-00332,45,Femme,Marié(e),3,Électronique_Téléphonie,2.2,991000,Oui,Oui,Non,0,0,0,Non,536,300000,3,0.3,0
MAD-00333,30,Homme,Divorcé(e),2,Alimentation,9.3,5011000,Non,Oui,Non,2,0,0,Non,663,1664000,12,0.33,0
MAD-00334,26,Homme,Marié(e),4,Vêtements,0.4,6982000,Oui,Oui,Oui,0,1,35,Oui,543,2609000,6,0.37,0
MAD-00335,38,Homme,Marié(e),4,Cosmétiques,14.3,3131000,Oui,Oui,Oui,2,0,0,Oui,668,1947000,6,0.62,0
MAD-00336,24,Homme,Marié(e),1,Alimentation,3.8,6159000,Non,Oui,Oui,1,1,59,Non,510,3173000,6,0.52,0
MAD-00337,30,Femme,Marié(e),4,Tissus_Pagnes,7.9,3156000,Non,Oui,Non,0,1,75,Non,540,673000,3,0.21,0
MAD-00338,41,Femme,Divorcé(e),1,Cosmétiques,31.7,8079000,Oui,Oui,Non,0,1,29,Non,539,1565000,3,0.19,0
MAD-00339,50,Femme,Marié(e),6,Vêtements,5.6,2470000,Oui,Oui,Oui,3,0,0,Non,548,817000,6,0.33,0
MAD-00340,44,Femme,Veuf(ve),2,Vêtements,3.3,905000,Oui,Oui,Non,0,0,0,Oui,658,300000,9,0.33,0
MAD-00341,18,Femme,Marié(e),1,Vêtements,0.2,2837000,Oui,Non,Oui,2,1,52,Non,497,1327000,9,0.47,1
MAD-00342,41,Femme,Divorcé(e),2,Quincaillerie,3.5,7673000,Oui,Oui,Non,3,1,21,Non,719,3347000,6,0.44,0
MAD-00343,38,Femme,Veuf(ve),2,Vêtements,4.4,4102000,Oui,Non,Non,2,1,73,Non,516,3351000,12,0.82,1
MAD-00344,42,Homme,Célibataire,4,Cosmétiques,2.5,2303000,Oui,Oui,Oui,4,0,0,Non,496,2157000,12,0.94,0
MAD-00345,55,Femme,Marié(e),0,Vêtements,6.0,3724000,Oui,Oui,Oui,1,1,44,Oui,501,7939000,24,2.13,1
MAD-00346,18,Femme,Célibataire,1,Chaussures,0.4,5058000,Non,Oui,Oui,2,1,21,Oui,478,2475000,9,0.49,0
MAD-00347,31,Femme,Marié(e),3,Alimentation,11.7,3173000,Oui,Oui,Non,3,1,41,Non,655,1202000,6,0.38,1
MAD-00348,44,Femme,Veuf(ve),2,Alimentation,5.3,12700000,Oui,Oui,Oui,1,0,0,Non,689,3309000,24,0.26,0
MAD-00349,20,Homme,Marié(e),3,Chaussures,3.4,2327000,Non,Oui,Non,1,0,0,Oui,594,6408000,24,2.75,1
MAD-00350,54,Femme,Marié(e),2,Chaussures,3.0,5224000,Non,Non,Non,1,0,0,Non,626,6016000,24,1.15,0
MAD-00351,42,Femme,Marié(e),3,Vêtements,7.2,4714000,Oui,Non,Non,0,0,0,Oui,612,4221000,12,0.9,0
MAD-00352,47,Homme,Célibataire,3,Vêtements,6.2,2199000,Non,Non,Non,2,0,0,Oui,677,1266000,12,0.58,0
MAD-00353,31,Femme,Veuf(ve),3,Divers,0.5,2357000,Oui,Oui,Oui,2,0,0,Non,666,2681000,24,1.14,0
MAD-00354,46,Femme,Marié(e),5,Alimentation,7.4,5400000,Oui,Oui,Non,0,1,88,Non,550,2547000,9,0.47,0
MAD-00355,49,Femme,Célibataire,1,Alimentation,0.5,3218000,Oui,Oui,Oui,0,0,0,Non,602,525000,6,0.16,0
MAD-00356,40,Femme,Veuf(ve),3,Tissus_Pagnes,3.1,3655000,Oui,Oui,Oui,2,0,0,Non,563,731000,24,0.2,0
MAD-00357,40,Femme,Marié(e),3,Vêtements,2.5,1278000,Non,Non,Oui,3,0,0,Oui,659,2009000,18,1.57,1
MAD-00358,40,Femme,Marié(e),3,Cosmétiques,4.3,4372000,Oui,Oui,Oui,3,1,8,Oui,747,944000,3,0.22,0
MAD-00359,28,Femme,Célibataire,2,Chaussures,7.2,3680000,Non,Oui,Non,0,0,0,Non,699,391000,3,0.11,0
MAD-00360,36,Femme,Célibataire,5,Tissus_Pagnes,5.5,3021000,Oui,Oui,Oui,4,0,0,Oui,762,3786000,18,1.25,0
MAD-00361,36,Femme,Marié(e),1,Cosmétiques,0.6,3625000,Oui,Non,Non,0,0,0,Non,634,1717000,6,0.47,0
MAD-00362,42,Femme,Divorcé(e),1,Tissus_Pagnes,9.9,2659000,Oui,Oui,Oui,2,0,0,Oui,532,1308000,12,0.49,0
MAD-00363,48,Homme,Marié(e),4,Chaussures,9.8,2430000,Oui,Oui,Non,2,0,0,Oui,540,500000,3,0.21,0
MAD-00364,26,Femme,Divorcé(e),1,Alimentation,5.4,2751000,Non,Oui,Non,3,1,20,Oui,694,1378000,6,0.5,0
MAD-00365,36,Femme,Divorcé(e),3,Vêtements,1.4,2333000,Non,Oui,Non,3,0,0,Non,432,626000,12,0.27,0
MAD-00366,54,Femme,Divorcé(e),2,Chaussures,1.3,9853000,Non,Oui,Non,0,0,0,Non,735,16948000,24,1.72,1
MAD-00367,29,Femme,Marié(e),2,Vêtements,16.7,5385000,Non,Oui,Oui,1,1,12,Oui,511,3269000,9,0.61,1
MAD-00368,28,Femme,Marié(e),3,Alimentation,1.0,1766000,Oui,Oui,Oui,0,0,0,Oui,793,558000,3,0.32,0
MAD-00369,40,Homme,Marié(e),3,Vêtements,5.5,9230000,Oui,Oui,Non,3,0,0,Oui,613,4002000,6,0.43,0
MAD-00370,47,Homme,Marié(e),5,Chaussures,16.6,2829000,Oui,Oui,Oui,0,0,0,Non,685,816000,6,0.29,0
MAD-00371,38,Femme,Célibataire,3,Alimentation,2.0,3066000,Non,Oui,Non,1,0,0,Oui,814,3749000,24,1.22,0
MAD-00372,52,Femme,Marié(e),4,Chaussures,1.0,4876000,Oui,Oui,Non,6,0,0,Non,590,4780000,9,0.98,0
MAD-00373,47,Homme,Marié(e),3,Chaussures,2.0,1061000,Oui,Oui,Oui,2,1,26,Non,549,1260000,24,1.19,1
MAD-00374,47,Femme,Marié(e),8,Cosmétiques,10.6,2914000,Non,Oui,Non,2,1,79,Oui,418,3828000,18,1.31,0
MAD-00375,44,Femme,Marié(e),2,Vêtements,12.6,2536000,Oui,Oui,Oui,1,1,79,Non,411,1195000,9,0.47,0
MAD-00376,63,Femme,Marié(e),1,Électronique_Téléphonie,2.9,3398000,Oui,Non,Non,2,0,0,Non,590,870000,3,0.26,0
MAD-00377,35,Femme,Célibataire,7,Alimentation,4.6,3764000,Oui,Oui,Oui,5,0,0,Oui,570,7823000,24,2.08,1
MAD-00378,18,Homme,Célibataire,2,Quincaillerie,15.3,3294000,Oui,Oui,Non,2,1,63,Oui,412,571000,3,0.17,0
MAD-00379,55,Femme,Marié(e),6,Chaussures,1.4,2805000,Oui,Non,Oui,0,0,0,Oui,601,2432000,18,0.87,0
MAD-00380,32,Homme,Divorcé(e),4,Alimentation,3.4,5416000,Non,Non,Non,4,0,0,Non,640,2319000,9,0.43,1
MAD-00381,39,Femme,Divorcé(e),3,Électronique_Téléphonie,7.6,3719000,Non,Oui,Non,2,0,0,Non,519,338000,6,0.09,0
MAD-00382,52,Femme,Marié(e),1,Tissus_Pagnes,18.3,3575000,Oui,Oui,Non,1,0,0,Non,605,1958000,9,0.55,0
MAD-00383,20,Femme,Célibataire,5,Tissus_Pagnes,15.3,3668000,Non,Oui,Non,1,0,0,Non,726,1328000,6,0.36,0
MAD-00384,24,Femme,Marié(e),1,Tissus_Pagnes,4.9,8266000,Non,Non,Non,3,0,0,Non,472,3762000,12,0.46,0
MAD-00385,20,Femme,Marié(e),5,Cosmétiques,2.6,3331000,Non,Oui,Non,2,0,0,Oui,773,374000,9,0.11,0
